CNV_status	Region	Gene
Del	1p13.1	LRRC7
Del	1p13.1	ZSWIM5
Del	1p13.1	CACHD1
Del	1p13.1	MIER1
Del	1p13.1	PTBP2
Del	1p13.1	DNASE2B
Del	1p13.1	GPBP1L1
Del	1p13.1	DMRTB1
Del	1p13.1	DMRTA2
Del	1p13.1	ELTD1
Del	1p13.1	HIAT1
Del	1p13.1	ATPAF1
Del	1p13.1	RBM15
Del	1p13.1	ELOVL1
Del	1p13.1	DCLRE1B
Del	1p13.1	SELRC1
Del	1p13.1	ERI3
Del	1p13.1	WDR77
Del	1p13.1	DLEU2L
Del	1p13.1	EPS8L3
Del	1p13.1	C1orf54
Del	1p13.1	TMEM53
Del	1p13.1	HECTD3
Del	1p13.1	BEND5
Del	1p13.1	VTCN1
Del	1p13.1	ZYG11B
Del	1p13.1	TTLL7
Del	1p13.1	WDR78
Del	1p13.1	RPAP2
Del	1p13.1	DENND2D
Del	1p13.1	WLS
Del	1p13.1	RPF1
Del	1p13.1	SIKE1
Del	1p13.1	TARS2
Del	1p13.1	TRIM45
Del	1p13.1	ANKRD13C
Del	1p13.1	ANP32E
Del	1p13.1	VANGL1
Del	1p13.1	ST6GALNAC5
Del	1p13.1	HYI
Del	1p13.1	GPR61
Del	1p13.1	TM2D1
Del	1p13.1	REG4
Del	1p13.1	SYDE2
Del	1p13.1	ZNF644
Del	1p13.1	LRRC8C
Del	1p13.1	SGIP1
Del	1p13.1	POLR3GL
Del	1p13.1	PROK1
Del	1p13.1	EFCAB7
Del	1p13.1	PSRC1
Del	1p13.1	MGC12982
Del	1p13.1	HPDL
Del	1p13.1	ATP1A1OS
Del	1p13.1	AGBL4
Del	1p13.1	ATG4C
Del	1p13.1	PRPF38A
Del	1p13.1	FAM40A
Del	1p13.1	DOCK7
Del	1p13.1	ZNF697
Del	1p13.1	BTF3L4
Del	1p13.1	NEXN
Del	1p13.1	SNORD46
Del	1p13.1	SNORD38A
Del	1p13.1	SNORD38B
Del	1p13.1	DNAJA1P5
Del	1p13.1	MED8
Del	1p13.1	KTI12
Del	1p13.1	HENMT1
Del	1p13.1	TOE1
Del	1p13.1	MYSM1
Del	1p13.1	GNRHR2
Del	1p13.1	OSBPL9
Del	1p13.1	OMA1
Del	1p13.1	LRRC42
Del	1p13.1	GBP4
Del	1p13.1	GBP5
Del	1p13.1	SSX2IP
Del	1p13.1	OLFM3
Del	1p13.1	CCDC163P
Del	1p13.1	WDR63
Del	1p13.1	MAB21L3
Del	1p13.1	HIST2H3C
Del	1p13.1	SLC44A3
Del	1p13.1	ATXN7L2
Del	1p13.1	C1orf194
Del	1p13.1	ASB17
Del	1p13.1	TYW3
Del	1p13.1	C1orf173
Del	1p13.1	LRRIQ3
Del	1p13.1	DMBX1
Del	1p13.1	TCEANC2
Del	1p13.1	PODN
Del	1p13.1	LRRC39
Del	1p13.1	C1orf87
Del	1p13.1	LIX1L
Del	1p13.1	HSD3BP4
Del	1p13.1	KLF17
Del	1p13.1	DRAM2
Del	1p13.1	C1orf88
Del	1p13.1	C1orf162
Del	1p13.1	SYT6
Del	1p13.1	SAMD13
Del	1p13.1	C1orf52
Del	1p13.1	C1orf51
Del	1p13.1	TMEM56
Del	1p13.1	NBPF4
Del	1p13.1	UBE2U
Del	1p13.1	HFE2
Del	1p13.1	ANKRD35
Del	1p13.1	SLC30A7
Del	1p13.1	KNCN
Del	1p13.1	MOB3C
Del	1p13.1	GLIS1
Del	1p13.1	MGC27382
Del	1p13.1	IL23R
Del	1p13.1	CCDC24
Del	1p13.1	BTBD19
Del	1p13.1	CCDC17
Del	1p13.1	RP11-165H20.1
Del	1p13.1	DENND2C
Del	1p13.1	GBP6
Del	1p13.1	LPPR5
Del	1p13.1	FNDC7
Del	1p13.1	CYP4Z2P
Del	1p13.1	FLJ40434
Del	1p13.1	C1orf177
Del	1p13.1	KANK4
Del	1p13.1	SASS6
Del	1p13.1	PPIAL4A
Del	1p13.1	HFM1
Del	1p13.1	UBL4B
Del	1p13.1	PDIA3P
Del	1p13.1	ALG14
Del	1p13.1	LINC00466
Del	1p13.1	C1orf168
Del	1p13.1	TMEM61
Del	1p13.1	CYP4Z1
Del	1p13.1	CDCP2
Del	1p13.1	SLC5A9
Del	1p13.1	CC2D1B
Del	1p13.1	NBPF11
Del	1p13.1	NUDT17
Del	1p13.1	TCTEX1D1
Del	1p13.1	SPAG17
Del	1p13.1	HIPK1
Del	1p13.1	SLC44A5
Del	1p13.1	AKR7A2P1
Del	1p13.1	EPHX4
Del	1p13.1	AKNAD1
Del	1p13.1	MCOLN2
Del	1p13.1	COL24A1
Del	1p13.1	PCSK9
Del	1p13.1	ST6GALNAC3
Del	1p13.1	NEGR1
Del	1p13.1	CYP4X1
Del	1p13.1	MAGI3
Del	1p13.1	BEST4
Del	1p13.1	FAM19A3
Del	1p13.1	CYP4A22
Del	1p13.1	C1orf185
Del	1p13.1	NBPF15
Del	1p13.1	FAM102B
Del	1p13.1	SYPL2
Del	1p13.1	CYB561D1
Del	1p13.1	ANKRD34A
Del	1p13.1	ZNF326
Del	1p13.1	BTBD8
Del	1p13.1	HIST2H2AB
Del	1p13.1	PPM1J
Del	1p13.1	HIST2H3A
Del	1p13.1	HIST2H2BC
Del	1p13.1	HIST2H2BA
Del	1p13.1	FAM151A
Del	1p13.1	LOC339524
Del	1p13.1	C1orf228
Del	1p13.1	CCDC18
Del	1p13.1	MYBPHL
Del	1p13.1	BARHL2
Del	1p13.1	HSP90B3P
Del	1p13.1	NBPF7
Del	1p13.1	TCTEX1D4
Del	1p13.1	FAM159A
Del	1p13.1	ATPAF1-AS1
Del	1p13.1	HEATR8
Del	1p13.1	FAM73A
Del	1p13.1	LOC375010
Del	1p13.1	NSUN4
Del	1p13.1	LOC388630
Del	1p13.1	LDLRAD1
Del	1p13.1	GBP7
Del	1p13.1	C1orf146
Del	1p13.1	FAM69A
Del	1p13.1	SLC6A17
Del	1p13.1	NOTCH2NL
Del	1p13.1	FLJ39739
Del	1p13.1	LOC388692
Del	1p13.1	SKINTL
Del	1p13.1	UOX
Del	1p13.1	FRRS1
Del	1p13.1	LOC400752
Del	1p13.1	C1orf141
Del	1p13.1	GBP1P1
Del	1p13.1	FLJ27354
Del	1p13.1	MIR137HG
Del	1p13.1	NBPF9
Del	1p13.1	MIR101-1
Del	1p13.1	MIR137
Del	1p13.1	MIR186
Del	1p13.1	MIR197
Del	1p13.1	LHX8
Del	1p13.1	C1orf180
Del	1p13.1	ZYG11A
Del	1p13.1	FLJ31662
Del	1p13.1	LOC440600
Del	1p13.1	BCL2L15
Del	1p13.1	HIST2H2BF
Del	1p13.1	PGCP1
Del	1p13.1	GEMIN8P4
Del	1p13.1	RBMXL1
Del	1p13.1	LURAP1
Del	1p13.1	HIST2H4B
Del	1p13.1	CYB5RL
Del	1p13.1	SRG7
Del	1p13.1	CYMP
Del	1p13.1	LOC643441
Del	1p13.1	LOC644242
Del	1p13.1	PPIAL4G
Del	1p13.1	PPIAL4D
Del	1p13.1	LOC645166
Del	1p13.1	LOC646626
Del	1p13.1	EMBP1
Del	1p13.1	SRGAP2P2
Del	1p13.1	LOC648740
Del	1p13.1	NBPF6
Del	1p13.1	PPIAL4B
Del	1p13.1	LOC653513
Del	1p13.1	GPR89A
Del	1p13.1	PPIAL4C
Del	1p13.1	HIST2H3D
Del	1p13.1	FAM72B
Del	1p13.1	SCARNA2
Del	1p13.1	SNORD45C
Del	1p13.1	MIR548D1
Del	1p13.1	MIR553
Del	1p13.1	HIST2H2AA4
Del	1p13.1	FAM72D
Del	1p13.1	LOC728855
Del	1p13.1	LOC728875
Del	1p13.1	NBPF24
Del	1p13.1	GPR89C
Del	1p13.1	NBPF16
Del	1p13.1	PDZK1P1
Del	1p13.1	PPIAL4F
Del	1p13.1	RPS15AP10
Del	1p13.1	LOC728989
Del	1p13.1	LOC729041
Del	1p13.1	HSD52
Del	1p13.1	LOC729970
Del	1p13.1	LOC729987
Del	1p13.1	PPIAL4E
Del	1p13.1	PFN1P2
Del	1p13.1	MIR942
Del	1p13.1	MIR760
Del	1p13.1	LOC100128787
Del	1p13.1	LOC100129046
Del	1p13.1	LOC100129138
Del	1p13.1	LOC100129269
Del	1p13.1	LOC100129620
Del	1p13.1	LOC100130000
Del	1p13.1	LOC100130197
Del	1p13.1	LOC100131060
Del	1p13.1	LOC100131564
Del	1p13.1	NBPF10
Del	1p13.1	FCGR1C
Del	1p13.1	ZRANB2-AS1
Del	1p13.1	LOC100132774
Del	1p13.1	LOC100286793
Del	1p13.1	LOC100287722
Del	1p13.1	LOC100289178
Del	1p13.1	LOC100289211
Del	1p13.1	MIR320B1
Del	1p13.1	MIR1262
Del	1p13.1	MIR761
Del	1p13.1	MIR3117
Del	1p13.1	MIR4256
Del	1p13.1	MIR4257
Del	1p13.1	MIR3671
Del	1p13.1	MIR548AA1
Del	1p13.1	LOC100505768
Del	1p13.1	LOC100506343
Del	1p13.1	LOC100507423
Del	1p13.1	LOC100507564
Del	1p13.1	LOC100507634
Del	1p13.1	FPGT-TNNI3K
Del	1p13.1	HEATR8-TTC4
Del	1p13.1	TMEM56-RWDD3
Del	1p13.1	MIR4422
Del	1p13.1	MIR4781
Del	1p13.1	MIR4794
Del	1p13.1	MIR4711
Del	1p13.1	MIR2682
Del	1p13.1	MIR4423
Del	1p13.1	NEGR1-IT1
Del	1p13.1	ZRANB2-AS2
Del	3q26.32	hsa-mir-922
Del	3q26.32	hsa-mir-570
Del	3q26.32	hsa-mir-3137
Del	3q26.32	hsa-mir-944
Del	3q26.32	hsa-mir-28
Del	3q26.32	hsa-mir-1248
Del	3q26.32	hsa-mir-1224
Del	3q26.32	hsa-mir-569
Del	3q26.32	hsa-mir-551b
Del	3q26.32	hsa-mir-720
Del	3q26.32	hsa-mir-1263
Del	3q26.32	hsa-mir-16-2
Del	3q26.32	AADAC
Del	3q26.32	ACTL6A
Del	3q26.32	AGTR1
Del	3q26.32	AHSG
Del	3q26.32	APOD
Del	3q26.32	ATP1B3
Del	3q26.32	ATR
Del	3q26.32	BCHE
Del	3q26.32	BCL6
Del	3q26.32	BDH1
Del	3q26.32	FOXL2
Del	3q26.32	AP2M1
Del	3q26.32	CLCN2
Del	3q26.32	CP
Del	3q26.32	CPA3
Del	3q26.32	CPB1
Del	3q26.32	CPN2
Del	3q26.32	CRYGS
Del	3q26.32	DGKG
Del	3q26.32	DLG1
Del	3q26.32	DVL3
Del	3q26.32	ECT2
Del	3q26.32	EHHADH
Del	3q26.32	EIF4A2
Del	3q26.32	EIF4G1
Del	3q26.32	EPHB3
Del	3q26.32	ETV5
Del	3q26.32	MECOM
Del	3q26.32	FGF12
Del	3q26.32	GHSR
Del	3q26.32	GP5
Del	3q26.32	GYG1
Del	3q26.32	HRG
Del	3q26.32	HES1
Del	3q26.32	IL1RAP
Del	3q26.32	IL12A
Del	3q26.32	KNG1
Del	3q26.32	KPNA4
Del	3q26.32	LPP
Del	3q26.32	TM4SF1
Del	3q26.32	MBNL1
Del	3q26.32	MFI2
Del	3q26.32	MLF1
Del	3q26.32	MME
Del	3q26.32	MUC4
Del	3q26.32	NCK1
Del	3q26.32	NDUFB5
Del	3q26.32	OPA1
Del	3q26.32	CLDN11
Del	3q26.32	P2RY1
Del	3q26.32	PAK2
Del	3q26.32	PCCB
Del	3q26.32	PCYT1A
Del	3q26.32	PFN2
Del	3q26.32	SERPINI1
Del	3q26.32	SERPINI2
Del	3q26.32	PIK3CA
Del	3q26.32	PIK3CB
Del	3q26.32	PLD1
Del	3q26.32	PLOD2
Del	3q26.32	PLS1
Del	3q26.32	PLSCR1
Del	3q26.32	POLR2H
Del	3q26.32	PPP1R2
Del	3q26.32	PPP2R3A
Del	3q26.32	PRKCI
Del	3q26.32	MASP1
Del	3q26.32	PSMD2
Del	3q26.32	PTX3
Del	3q26.32	RAP2B
Del	3q26.32	RARRES1
Del	3q26.32	RASA2
Del	3q26.32	RBP1
Del	3q26.32	RBP2
Del	3q26.32	RFC4
Del	3q26.32	SNORA63
Del	3q26.32	RPL35A
Del	3q26.32	TRA2B
Del	3q26.32	SHOX2
Del	3q26.32	SI
Del	3q26.32	SIAH2
Del	3q26.32	ST6GAL1
Del	3q26.32	SKIL
Del	3q26.32	SLC2A2
Del	3q26.32	HLTF
Del	3q26.32	SOX2
Del	3q26.32	SSR3
Del	3q26.32	SST
Del	3q26.32	TERC
Del	3q26.32	TFDP2
Del	3q26.32	TFRC
Del	3q26.32	THPO
Del	3q26.32	SEC62
Del	3q26.32	TM4SF4
Del	3q26.32	TRPC1
Del	3q26.32	CLRN1
Del	3q26.32	ZIC1
Del	3q26.32	KCNAB1
Del	3q26.32	FXR1
Del	3q26.32	SOX14
Del	3q26.32	TP63
Del	3q26.32	CHRD
Del	3q26.32	B3GALNT1
Del	3q26.32	TNFSF10
Del	3q26.32	GMPS
Del	3q26.32	EIF2B5
Del	3q26.32	USP13
Del	3q26.32	CLDN1
Del	3q26.32	MAP3K13
Del	3q26.32	SLC33A1
Del	3q26.32	COPB2
Del	3q26.32	ADIPOQ
Del	3q26.32	CHST2
Del	3q26.32	RNF7
Del	3q26.32	KIAA0226
Del	3q26.32	ECE2
Del	3q26.32	TSC22D2
Del	3q26.32	P2RY14
Del	3q26.32	SMC4
Del	3q26.32	ABCC5
Del	3q26.32	TNK2
Del	3q26.32	ALG3
Del	3q26.32	KCNMB2
Del	3q26.32	STAG1
Del	3q26.32	IGF2BP2
Del	3q26.32	CLDN16
Del	3q26.32	PDCD10
Del	3q26.32	RNF13
Del	3q26.32	MRAS
Del	3q26.32	SLITRK3
Del	3q26.32	NLGN1
Del	3q26.32	NCBP2
Del	3q26.32	PLCH1
Del	3q26.32	TNIK
Del	3q26.32	MCF2L2
Del	3q26.32	ATP11B
Del	3q26.32	U2SURP
Del	3q26.32	VPS8
Del	3q26.32	ACAP2
Del	3q26.32	ARMC8
Del	3q26.32	WWTR1
Del	3q26.32	TIPARP
Del	3q26.32	UBXN7
Del	3q26.32	ARHGEF26
Del	3q26.32	PCOLCE2
Del	3q26.32	GPR160
Del	3q26.32	FETUB
Del	3q26.32	LAMP3
Del	3q26.32	KCNMB3
Del	3q26.32	SERP1
Del	3q26.32	GOLIM4
Del	3q26.32	GPR171
Del	3q26.32	SCHIP1
Del	3q26.32	NMD3
Del	3q26.32	COMMD2
Del	3q26.32	A4GNT
Del	3q26.32	DBR1
Del	3q26.32	ZNF639
Del	3q26.32	CLDN18
Del	3q26.32	RSRC1
Del	3q26.32	PEX5L
Del	3q26.32	SELT
Del	3q26.32	DNAJB11
Del	3q26.32	P2RY13
Del	3q26.32	IL20RB
Del	3q26.32	GPR87
Del	3q26.32	DCUN1D1
Del	3q26.32	XRN1
Del	3q26.32	KLHL24
Del	3q26.32	PIGX
Del	3q26.32	MSL2
Del	3q26.32	TBCCD1
Del	3q26.32	FAIM
Del	3q26.32	SLC25A36
Del	3q26.32	LEPREL1
Del	3q26.32	ABCF3
Del	3q26.32	LSG1
Del	3q26.32	PARL
Del	3q26.32	MFN1
Del	3q26.32	YEATS2
Del	3q26.32	MYNN
Del	3q26.32	EIF5A2
Del	3q26.32	SUCNR1
Del	3q26.32	MCCC1
Del	3q26.32	LXN
Del	3q26.32	MRPS22
Del	3q26.32	CCNL1
Del	3q26.32	PLSCR2
Del	3q26.32	PLSCR4
Del	3q26.32	HRASLS
Del	3q26.32	MRPL47
Del	3q26.32	NCEH1
Del	3q26.32	IFT80
Del	3q26.32	SLC7A14
Del	3q26.32	SENP2
Del	3q26.32	GNB4
Del	3q26.32	BPESC1
Del	3q26.32	CLSTN2
Del	3q26.32	RTP4
Del	3q26.32	MAGEF1
Del	3q26.32	ZMAT3
Del	3q26.32	MFSD1
Del	3q26.32	FNDC3B
Del	3q26.32	P2RY12
Del	3q26.32	ATP13A3
Del	3q26.32	VEPH1
Del	3q26.32	TBL1XR1
Del	3q26.32	ZBBX
Del	3q26.32	LRRC31
Del	3q26.32	MAP6D1
Del	3q26.32	PHC3
Del	3q26.32	ARL14
Del	3q26.32	PIGZ
Del	3q26.32	CEP70
Del	3q26.32	TMEM22
Del	3q26.32	ESYT3
Del	3q26.32	SPATA16
Del	3q26.32	EIF2A
Del	3q26.32	B3GNT5
Del	3q26.32	ZIC4
Del	3q26.32	IQCG
Del	3q26.32	ATP13A4
Del	3q26.32	FYTTD1
Del	3q26.32	HPS3
Del	3q26.32	ARPM1
Del	3q26.32	MGC2889
Del	3q26.32	LRCH3
Del	3q26.32	CEP19
Del	3q26.32	GFM1
Del	3q26.32	LMLN
Del	3q26.32	KLHL6
Del	3q26.32	VWA5B2
Del	3q26.32	TMEM41A
Del	3q26.32	SPSB4
Del	3q26.32	ACPL2
Del	3q26.32	TMEM44
Del	3q26.32	EGFEM1P
Del	3q26.32	CAMK2N2
Del	3q26.32	TM4SF19
Del	3q26.32	TM4SF18
Del	3q26.32	RPL39L
Del	3q26.32	MED12L
Del	3q26.32	CLRN1-AS1
Del	3q26.32	DNAJC19
Del	3q26.32	OTOL1
Del	3q26.32	FAM131A
Del	3q26.32	ZDHHC19
Del	3q26.32	LRRC15
Del	3q26.32	FAM43A
Del	3q26.32	FAM194A
Del	3q26.32	GRK7
Del	3q26.32	TMEM207
Del	3q26.32	RTP1
Del	3q26.32	PISRT1
Del	3q26.32	TTC14
Del	3q26.32	PPM1L
Del	3q26.32	WDR49
Del	3q26.32	LRRC34
Del	3q26.32	MB21D2
Del	3q26.32	XXYLT1
Del	3q26.32	C3orf55
Del	3q26.32	C3orf79
Del	3q26.32	CCDC50
Del	3q26.32	PYDC2
Del	3q26.32	LOC152217
Del	3q26.32	SPTSSB
Del	3q26.32	RNF168
Del	3q26.32	DHX36
Del	3q26.32	HTR3C
Del	3q26.32	DZIP1L
Del	3q26.32	LIPH
Del	3q26.32	HTR3D
Del	3q26.32	RPL22L1
Del	3q26.32	OSTalpha
Del	3q26.32	FBXO45
Del	3q26.32	MUC20
Del	3q26.32	LOC201651
Del	3q26.32	C3orf58
Del	3q26.32	SENP5
Del	3q26.32	LOC220729
Del	3q26.32	ZBTB38
Del	3q26.32	LOC253573
Del	3q26.32	NAALADL2
Del	3q26.32	TCTEX1D2
Del	3q26.32	C3orf43
Del	3q26.32	SDHAP1
Del	3q26.32	GK5
Del	3q26.32	UTS2D
Del	3q26.32	SLC9A9
Del	3q26.32	HTR3E
Del	3q26.32	IGSF10
Del	3q26.32	C3orf33
Del	3q26.32	C3orf70
Del	3q26.32	TPRG1
Del	3q26.32	TRIM59
Del	3q26.32	TRIM42
Del	3q26.32	CCDC39
Del	3q26.32	LOC339894
Del	3q26.32	LOC339926
Del	3q26.32	LPP-AS2
Del	3q26.32	LRRIQ4
Del	3q26.32	SAMD7
Del	3q26.32	AADACL2
Del	3q26.32	GPR149
Del	3q26.32	PAQR9
Del	3q26.32	LOC344887
Del	3q26.32	RTP2
Del	3q26.32	OSTN
Del	3q26.32	ATP13A5
Del	3q26.32	SOX2-OT
Del	3q26.32	NME9
Del	3q26.32	WDR53
Del	3q26.32	ANKRD18DP
Del	3q26.32	NMNAT3
Del	3q26.32	LRRC33
Del	3q26.32	PRR23B
Del	3q26.32	PRR23C
Del	3q26.32	PLSCR5
Del	3q26.32	ANKUB1
Del	3q26.32	LEKR1
Del	3q26.32	TMEM212
Del	3q26.32	C3orf72
Del	3q26.32	LOC401093
Del	3q26.32	C3orf80
Del	3q26.32	FLJ46066
Del	3q26.32	FLJ42393
Del	3q26.32	FLJ34208
Del	3q26.32	LOC401109
Del	3q26.32	MIR15B
Del	3q26.32	MIR16-2
Del	3q26.32	SNORD2
Del	3q26.32	SNORA4
Del	3q26.32	TMEM14E
Del	3q26.32	LOC646168
Del	3q26.32	C3orf65
Del	3q26.32	LOC646903
Del	3q26.32	PA2G4P4
Del	3q26.32	LOC647107
Del	3q26.32	GMNC
Del	3q26.32	LOC647323
Del	3q26.32	IQCJ
Del	3q26.32	SCARNA7
Del	3q26.32	SNORA81
Del	3q26.32	SNORD66
Del	3q26.32	MIR551B
Del	3q26.32	MIR569
Del	3q26.32	MIR570
Del	3q26.32	SDHAP2
Del	3q26.32	FAM157A
Del	3q26.32	PRR23A
Del	3q26.32	LOC730091
Del	3q26.32	MIR922
Del	3q26.32	MIR944
Del	3q26.32	LOC100128023
Del	3q26.32	WWTR1-AS1
Del	3q26.32	LOC100128164
Del	3q26.32	LOC100131551
Del	3q26.32	LOC100131635
Del	3q26.32	SNAR-I
Del	3q26.32	MIR1224
Del	3q26.32	TIPARP-AS1
Del	3q26.32	LOC100289361
Del	3q26.32	MIR1248
Del	3q26.32	MIR548H2
Del	3q26.32	LOC100498859
Del	3q26.32	MIR3919
Del	3q26.32	IQCJ-SCHIP1
Del	3q26.32	LOC100505687
Del	3q26.32	MFI2-AS1
Del	3q26.32	LOC100507086
Del	3q26.32	LOC100507389
Del	3q26.32	LOC100507391
Del	3q26.32	ARHGEF26-AS1
Del	3q26.32	LOC100507537
Del	3q26.32	TM4SF19-TCTEX1D2
Del	3q26.32	MIR4797
Del	3q26.32	MIR4789
Del	1p13.1	hsa-mir-3124
Del	1p13.1	hsa-mir-3123
Del	1p13.1	hsa-mir-1537
Del	1p13.1	hsa-mir-1182
Del	1p13.1	hsa-mir-320b-2
Del	1p13.1	hsa-mir-664
Del	1p13.1	hsa-mir-194-1
Del	1p13.1	hsa-mir-3122
Del	1p13.1	hsa-mir-4260
Del	1p13.1	hsa-mir-205
Del	1p13.1	hsa-mir-29b-2
Del	1p13.1	hsa-mir-135b
Del	1p13.1	hsa-mir-1231
Del	1p13.1	hsa-mir-181a-1
Del	1p13.1	hsa-mir-1278
Del	1p13.1	hsa-mir-3121
Del	1p13.1	hsa-mir-488
Del	1p13.1	hsa-mir-199a-2
Del	1p13.1	hsa-mir-1295
Del	1p13.1	hsa-mir-3119-2
Del	1p13.1	hsa-mir-557
Del	1p13.1	hsa-mir-1255b-2
Del	1p13.1	hsa-mir-921
Del	1p13.1	hsa-mir-556
Del	1p13.1	hsa-mir-4259
Del	1p13.1	hsa-mir-765
Del	1p13.1	hsa-mir-9-1
Del	1p13.1	hsa-mir-555
Del	1p13.1	hsa-mir-92b
Del	1p13.1	hsa-mir-4258
Del	1p13.1	hsa-mir-190b
Del	1p13.1	hsa-mir-554
Del	1p13.1	hsa-mir-4257
Del	1p13.1	hsa-mir-3118-3
Del	1p13.1	hsa-mir-3118-2
Del	1p13.1	hsa-mir-3118-1
Del	1p13.1	hsa-mir-942
Del	1p13.1	hsa-mir-320b-1
Del	1p13.1	hsa-mir-4256
Del	1p13.1	hsa-mir-197
Del	1p13.1	hsa-mir-553
Del	1p13.1	hsa-mir-137
Del	1p13.1	hsa-mir-760
Del	1p13.1	hsa-mir-186
Del	1p13.1	hsa-mir-1262
Del	1p13.1	hsa-mir-3117
Del	1p13.1	hsa-mir-101-1
Del	1p13.1	hsa-mir-3116-2
Del	1p13.1	hsa-mir-761
Del	1p13.1	hsa-mir-30c-1
Del	1p13.1	hsa-mir-4255
Del	1p13.1	hsa-mir-552
Del	1p13.1	hsa-mir-4254
Del	1p13.1	hsa-mir-1976
Del	1p13.1	hsa-mir-3115
Del	1p13.1	hsa-mir-4253
Del	1p13.1	hsa-mir-1256
Del	1p13.1	hsa-mir-1290
Del	1p13.1	hsa-mir-1273d
Del	1p13.1	hsa-mir-34a
Del	1p13.1	hsa-mir-4252
Del	1p13.1	hsa-mir-551a
Del	1p13.1	hsa-mir-4251
Del	1p13.1	hsa-mir-429
Del	1p13.1	hsa-mir-1302-2
Del	1p13.1	ABCA4
Del	1p13.1	ABL2
Del	1p13.1	ACADM
Del	1p13.1	ACTA1
Del	1p13.1	ACTN2
Del	1p13.1	ADAR
Del	1p13.1	ADORA1
Del	1p13.1	ADORA3
Del	1p13.1	PARP1
Del	1p13.1	ADSS
Del	1p13.1	AGL
Del	1p13.1	AGT
Del	1p13.1	AK2
Del	1p13.1	AK4
Del	1p13.1	ALDH9A1
Del	1p13.1	ALPL
Del	1p13.1	ALX3
Del	1p13.1	AMPD1
Del	1p13.1	AMPD2
Del	1p13.1	AMY1A
Del	1p13.1	AMY1B
Del	1p13.1	AMY1C
Del	1p13.1	AMY2A
Del	1p13.1	AMY2B
Del	1p13.1	APCS
Del	1p13.1	APOA2
Del	1p13.1	FASLG
Del	1p13.1	ARF1
Del	1p13.1	RHOC
Del	1p13.1	ARNT
Del	1p13.1	ASTN1
Del	1p13.1	SERPINC1
Del	1p13.1	ATF3
Del	1p13.1	RERE
Del	1p13.1	ATP1A1
Del	1p13.1	ATP1A2
Del	1p13.1	ATP1A4
Del	1p13.1	ATP1B1
Del	1p13.1	ATP2B4
Del	1p13.1	ATP5F1
Del	1p13.1	ATP6V0B
Del	1p13.1	AVPR1B
Del	1p13.1	BAI2
Del	1p13.1	BCL9
Del	1p13.1	BGLAP
Del	1p13.1	BMP8B
Del	1p13.1	BRDT
Del	1p13.1	C1QA
Del	1p13.1	C1QB
Del	1p13.1	C1QC
Del	1p13.1	C4BPA
Del	1p13.1	C4BPB
Del	1p13.1	C8A
Del	1p13.1	C8B
Del	1p13.1	CA6
Del	1p13.1	CACNA1E
Del	1p13.1	CACNA1S
Del	1p13.1	CAPN2
Del	1p13.1	CAPZA1
Del	1p13.1	CAPZB
Del	1p13.1	CASP9
Del	1p13.1	CASQ1
Del	1p13.1	CASQ2
Del	1p13.1	RUNX3
Del	1p13.1	CD1A
Del	1p13.1	CD1B
Del	1p13.1	CD1C
Del	1p13.1	CD1D
Del	1p13.1	CD1E
Del	1p13.1	CD2
Del	1p13.1	CD247
Del	1p13.1	CD5L
Del	1p13.1	TNFRSF8
Del	1p13.1	CD34
Del	1p13.1	CD48
Del	1p13.1	CD53
Del	1p13.1	CD58
Del	1p13.1	CDA
Del	1p13.1	CDK11B
Del	1p13.1	CDC20
Del	1p13.1	CDC42
Del	1p13.1	CDKN2C
Del	1p13.1	CD52
Del	1p13.1	CENPF
Del	1p13.1	RCC1
Del	1p13.1	CHI3L1
Del	1p13.1	CHI3L2
Del	1p13.1	CHIT1
Del	1p13.1	CHML
Del	1p13.1	LYST
Del	1p13.1	CHRM3
Del	1p13.1	CHRNB2
Del	1p13.1	CKS1B
Del	1p13.1	CLCA1
Del	1p13.1	CLCN6
Del	1p13.1	CLCNKA
Del	1p13.1	CLCNKB
Del	1p13.1	CLK2
Del	1p13.1	PLK3
Del	1p13.1	CNN3
Del	1p13.1	CNR2
Del	1p13.1	COL8A2
Del	1p13.1	COL9A2
Del	1p13.1	COL11A1
Del	1p13.1	COL16A1
Del	1p13.1	COPA
Del	1p13.1	CORT
Del	1p13.1	CPT2
Del	1p13.1	CR1
Del	1p13.1	CR1L
Del	1p13.1	CR2
Del	1p13.1	CRABP2
Del	1p13.1	CRP
Del	1p13.1	CRYZ
Del	1p13.1	CSF1
Del	1p13.1	CSF3R
Del	1p13.1	CSRP1
Del	1p13.1	CTBS
Del	1p13.1	CTH
Del	1p13.1	CTPS
Del	1p13.1	CTSE
Del	1p13.1	CTSK
Del	1p13.1	CTSS
Del	1p13.1	CYP2J2
Del	1p13.1	CYP4A11
Del	1p13.1	CYP4B1
Del	1p13.1	DAB1
Del	1p13.1	CD55
Del	1p13.1	DBT
Del	1p13.1	GADD45A
Del	1p13.1	DDOST
Del	1p13.1	DHX9
Del	1p13.1	DFFA
Del	1p13.1	DFFB
Del	1p13.1	DHCR24
Del	1p13.1	DIO1
Del	1p13.1	DPH2
Del	1p13.1	DPT
Del	1p13.1	DPYD
Del	1p13.1	DR1
Del	1p13.1	DVL1
Del	1p13.1	E2F2
Del	1p13.1	ECE1
Del	1p13.1	ECM1
Del	1p13.1	S1PR1
Del	1p13.1	EDN2
